Name;Date;Timeband;Yield
Government Bonds;12.11.2015;5 YEARS;-0,030415
Government Bonds;12.11.2015;7 YEARS;0,29575
Government Bonds;12.11.2015;12 YEARS;0,94377
Government Bonds;12.11.2015;15 YEARS;1,184789
Government Bonds;12.11.2015;3 MONTHS;-0,336934
Government Bonds;12.11.2015;6 MONTHS;-0,336622
Government Bonds;12.11.2015;9 MONTHS;-0,340354
Government Bonds;12.11.2015;20 YEARS;1,43881
Government Bonds;12.11.2015;25 YEARS;1,593405
Government Bonds;12.11.2015;30 YEARS;1,69664
Euribor rates;13.11.2015;1 WEEK;-0,155
Euribor rates;13.11.2015;2 WEEKS;-0,153
Euribor rates;13.11.2015;1 MONTH;-0,137
Euribor rates;13.11.2015;2 MONTHS;-0,103
Euribor rates;13.11.2015;3 MONTHS;-0,083
Euribor rates;13.11.2015;6 MONTHS;-0,011
Euribor rates;13.11.2015;9 MONTHS;0,028
Euribor rates;13.11.2015;12 MONTHS;0,082
Government Bonds;13.11.2015;10 YEARS;0,666982
Government Bonds;13.11.2015;12 MONTHS;-0,369608
Government Bonds;13.11.2015;2 YEARS;-0,359051
Government Bonds;13.11.2015;5 YEARS;-0,060802
Government Bonds;13.11.2015;7 YEARS;0,249226
Government Bonds;13.11.2015;12 YEARS;0,882619
Government Bonds;13.11.2015;15 YEARS;1,123135
Government Bonds;13.11.2015;3 MONTHS;-0,38232
Government Bonds;13.11.2015;6 MONTHS;-0,373657
Government Bonds;13.11.2015;9 MONTHS;-0,370345
Government Bonds;13.11.2015;20 YEARS;1,378476
Government Bonds;13.11.2015;25 YEARS;1,534321
Government Bonds;13.11.2015;30 YEARS;1,638443
Euribor rates;16.11.2015;1 WEEK;-0,154
Euribor rates;16.11.2015;2 WEEKS;-0,151
Euribor rates;16.11.2015;1 MONTH;-0,139
Euribor rates;16.11.2015;2 MONTHS;-0,103
Euribor rates;16.11.2015;3 MONTHS;-0,086
Euribor rates;16.11.2015;6 MONTHS;-0,013
Euribor rates;16.11.2015;9 MONTHS;0,026
Euribor rates;16.11.2015;12 MONTHS;0,077
Government Bonds;16.11.2015;10 YEARS;0,648388
Government Bonds;16.11.2015;12 MONTHS;-0,362863
Government Bonds;16.11.2015;2 YEARS;-0,360335
Government Bonds;16.11.2015;5 YEARS;-0,075905
Government Bonds;16.11.2015;7 YEARS;0,231205
Government Bonds;16.11.2015;12 YEARS;0,864488
Government Bonds;16.11.2015;15 YEARS;1,10588
Government Bonds;16.11.2015;3 MONTHS;-0,368933
Government Bonds;16.11.2015;6 MONTHS;-0,362489
Government Bonds;16.11.2015;9 MONTHS;-0,361403
Government Bonds;16.11.2015;20 YEARS;1,362389
Government Bonds;16.11.2015;25 YEARS;1,518997
Government Bonds;16.11.2015;30 YEARS;1,623634
Euribor rates;17.11.2015;1 WEEK;-0,154
Euribor rates;17.11.2015;2 WEEKS;-0,152
Euribor rates;17.11.2015;1 MONTH;-0,144
Euribor rates;17.11.2015;2 MONTHS;-0,104
Euribor rates;17.11.2015;3 MONTHS;-0,091
Euribor rates;17.11.2015;6 MONTHS;-0,015
Euribor rates;17.11.2015;9 MONTHS;0,023
Euribor rates;17.11.2015;12 MONTHS;0,076
Government Bonds;17.11.2015;10 YEARS;0,649764
Government Bonds;17.11.2015;12 MONTHS;-0,368832
Government Bonds;17.11.2015;2 YEARS;-0,366634
Government Bonds;17.11.2015;5 YEARS;-0,076871
Government Bonds;17.11.2015;7 YEARS;0,232065
Government Bonds;17.11.2015;12 YEARS;0,865649
Government Bonds;17.11.2015;15 YEARS;1,10657
Government Bonds;17.11.2015;3 MONTHS;-0,370821
Government Bonds;17.11.2015;6 MONTHS;-0,36631
Government Bonds;17.11.2015;9 MONTHS;-0,366541
Government Bonds;17.11.2015;20 YEARS;1,362433
Government Bonds;17.11.2015;25 YEARS;1,518618
Government Bonds;17.11.2015;30 YEARS;1,622968
Euribor rates;18.11.2015;1 WEEK;-0,157
Euribor rates;18.11.2015;2 WEEKS;-0,153
Euribor rates;18.11.2015;1 MONTH;-0,146
Euribor rates;18.11.2015;2 MONTHS;-0,105
Euribor rates;18.11.2015;3 MONTHS;-0,092
Euribor rates;18.11.2015;6 MONTHS;-0,015
Euribor rates;18.11.2015;9 MONTHS;0,022
Euribor rates;18.11.2015;12 MONTHS;0,076
Government Bonds;18.11.2015;10 YEARS;0,635971
Government Bonds;18.11.2015;12 MONTHS;-0,362952
Government Bonds;18.11.2015;2 YEARS;-0,365206
Government Bonds;18.11.2015;5 YEARS;-0,085968
Government Bonds;18.11.2015;7 YEARS;0,220093
Government Bonds;18.11.2015;12 YEARS;0,851219
Government Bonds;18.11.2015;15 YEARS;1,091481
Government Bonds;18.11.2015;3 MONTHS;-0,363642
Government Bonds;18.11.2015;6 MONTHS;-0,359177
Government Bonds;18.11.2015;9 MONTHS;-0,359883
Government Bonds;18.11.2015;20 YEARS;1,346627
Government Bonds;18.11.2015;25 YEARS;1,502359
Government Bonds;18.11.2015;30 YEARS;1,606405
Euribor rates;19.11.2015;1 WEEK;-0,158
Euribor rates;19.11.2015;2 WEEKS;-0,153
Euribor rates;19.11.2015;1 MONTH;-0,149
Euribor rates;19.11.2015;2 MONTHS;-0,108
Euribor rates;19.11.2015;3 MONTHS;-0,092
Euribor rates;19.11.2015;6 MONTHS;-0,019
Euribor rates;19.11.2015;9 MONTHS;0,021
Euribor rates;19.11.2015;12 MONTHS;0,074
Government Bonds;19.11.2015;10 YEARS;0,595053
Government Bonds;19.11.2015;12 MONTHS;-0,356231
Government Bonds;19.11.2015;2 YEARS;-0,364084
Government Bonds;19.11.2015;5 YEARS;-0,099819
Government Bonds;19.11.2015;7 YEARS;0,195294
Government Bonds;19.11.2015;12 YEARS;0,801075
Government Bonds;19.11.2015;15 YEARS;1,030336
Government Bonds;19.11.2015;3 MONTHS;-0,352207
Government Bonds;19.11.2015;6 MONTHS;-0,349337
Government Bonds;19.11.2015;9 MONTHS;-0,351624
Government Bonds;19.11.2015;20 YEARS;1,273181
Government Bonds;19.11.2015;25 YEARS;1,421244
Government Bonds;19.11.2015;30 YEARS;1,520147
Euribor rates;20.11.2015;1 WEEK;-0,158
Euribor rates;20.11.2015;2 WEEKS;-0,154
Euribor rates;20.11.2015;1 MONTH;-0,151
Euribor rates;20.11.2015;2 MONTHS;-0,111
Euribor rates;20.11.2015;3 MONTHS;-0,095
Euribor rates;20.11.2015;6 MONTHS;-0,024
Euribor rates;20.11.2015;9 MONTHS;0,016
Euribor rates;20.11.2015;12 MONTHS;0,068
Government Bonds;20.11.2015;10 YEARS;0,576551
Government Bonds;20.11.2015;12 MONTHS;-0,375007
Government Bonds;20.11.2015;2 YEARS;-0,377802
Government Bonds;20.11.2015;5 YEARS;-0,108445
Government Bonds;20.11.2015;7 YEARS;0,184234
Government Bonds;20.11.2015;12 YEARS;0,777324
Government Bonds;20.11.2015;15 YEARS;0,99985
Government Bonds;20.11.2015;3 MONTHS;-0,377228
Government Bonds;20.11.2015;6 MONTHS;-0,37191
Government Bonds;20.11.2015;9 MONTHS;-0,372147
Government Bonds;20.11.2015;20 YEARS;1,234852
Government Bonds;20.11.2015;25 YEARS;1,377963
Government Bonds;20.11.2015;30 YEARS;1,473538
Euribor rates;23.11.2015;1 WEEK;-0,159
Euribor rates;23.11.2015;2 WEEKS;-0,155
Euribor rates;23.11.2015;1 MONTH;-0,155
Euribor rates;23.11.2015;2 MONTHS;-0,114
Euribor rates;23.11.2015;3 MONTHS;-0,099
Euribor rates;23.11.2015;6 MONTHS;-0,03
Euribor rates;23.11.2015;9 MONTHS;0,009
Euribor rates;23.11.2015;12 MONTHS;0,062
Government Bonds;23.11.2015;10 YEARS;0,629216
Government Bonds;23.11.2015;12 MONTHS;-0,3789
Government Bonds;23.11.2015;2 YEARS;-0,380325
Government Bonds;23.11.2015;5 YEARS;-0,082308
Government Bonds;23.11.2015;7 YEARS;0,226833
Government Bonds;23.11.2015;12 YEARS;0,830977
Government Bonds;23.11.2015;15 YEARS;1,052043
Government Bonds;23.11.2015;3 MONTHS;-0,379808
Government Bonds;23.11.2015;6 MONTHS;-0,374779
Government Bonds;23.11.2015;9 MONTHS;-0,375556
Government Bonds;23.11.2015;20 YEARS;1,283569
Government Bonds;23.11.2015;25 YEARS;1,424125
Government Bonds;23.11.2015;30 YEARS;1,517947
Euribor rates;24.11.2015;1 WEEK;-0,162
Euribor rates;24.11.2015;2 WEEKS;-0,159
Euribor rates;24.11.2015;1 MONTH;-0,157
Euribor rates;24.11.2015;2 MONTHS;-0,119
Euribor rates;24.11.2015;3 MONTHS;-0,104
Euribor rates;24.11.2015;6 MONTHS;-0,033
Euribor rates;24.11.2015;9 MONTHS;0,006
Euribor rates;24.11.2015;12 MONTHS;0,058
Government Bonds;24.11.2015;10 YEARS;0,614693
Government Bonds;24.11.2015;12 MONTHS;-0,367619
Government Bonds;24.11.2015;2 YEARS;-0,369285
Government Bonds;24.11.2015;5 YEARS;-0,091445
Government Bonds;24.11.2015;7 YEARS;0,210086
Government Bonds;24.11.2015;12 YEARS;0,821933
Government Bonds;24.11.2015;15 YEARS;1,051744
Government Bonds;24.11.2015;3 MONTHS;-0,371849
Government Bonds;24.11.2015;6 MONTHS;-0,365592
Government Bonds;24.11.2015;9 MONTHS;-0,365195
Government Bonds;24.11.2015;20 YEARS;1,294534
Government Bonds;24.11.2015;25 YEARS;1,44241
Government Bonds;24.11.2015;30 YEARS;1,54117
Euribor rates;25.11.2015;1 WEEK;-0,161
Euribor rates;25.11.2015;2 WEEKS;-0,159
Euribor rates;25.11.2015;1 MONTH;-0,156
Euribor rates;25.11.2015;2 MONTHS;-0,119
Euribor rates;25.11.2015;3 MONTHS;-0,104
Euribor rates;25.11.2015;6 MONTHS;-0,031
Euribor rates;25.11.2015;9 MONTHS;0,008
Euribor rates;25.11.2015;12 MONTHS;0,06
Government Bonds;25.11.2015;10 YEARS;0,572968
Government Bonds;25.11.2015;12 MONTHS;-0,403151
Government Bonds;25.11.2015;2 YEARS;-0,403475
Government Bonds;25.11.2015;5 YEARS;-0,128237
Government Bonds;25.11.2015;7 YEARS;0,169783
Government Bonds;25.11.2015;12 YEARS;0,781079
Government Bonds;25.11.2015;15 YEARS;1,013026
Government Bonds;25.11.2015;3 MONTHS;-0,4054
Government Bonds;25.11.2015;6 MONTHS;-0,400501
Government Bonds;25.11.2015;9 MONTHS;-0,400667
Government Bonds;25.11.2015;20 YEARS;1,259064
Government Bonds;25.11.2015;25 YEARS;1,409168
Government Bonds;25.11.2015;30 YEARS;1,509446
Euribor rates;26.11.2015;1 WEEK;-0,162
Euribor rates;26.11.2015;2 WEEKS;-0,166
Euribor rates;26.11.2015;1 MONTH;-0,161
Euribor rates;26.11.2015;2 MONTHS;-0,125
Euribor rates;26.11.2015;3 MONTHS;-0,109
Euribor rates;26.11.2015;6 MONTHS;-0,039
Euribor rates;26.11.2015;9 MONTHS;0,001
Euribor rates;26.11.2015;12 MONTHS;0,053
Government Bonds;26.11.2015;10 YEARS;0,583079
Government Bonds;26.11.2015;12 MONTHS;-0,403354
Government Bonds;26.11.2015;2 YEARS;-0,402421
Government Bonds;26.11.2015;5 YEARS;-0,126179
Government Bonds;26.11.2015;7 YEARS;0,174975
Government Bonds;26.11.2015;12 YEARS;0,793753
Government Bonds;26.11.2015;15 YEARS;1,028485
Government Bonds;26.11.2015;3 MONTHS;-0,41086
Government Bonds;26.11.2015;6 MONTHS;-0,403482
Government Bonds;26.11.2015;9 MONTHS;-0,401965
Government Bonds;26.11.2015;20 YEARS;1,277383
Government Bonds;26.11.2015;25 YEARS;1,429202
Government Bonds;26.11.2015;30 YEARS;1,530621
Euribor rates;27.11.2015;1 WEEK;-0,166
Euribor rates;27.11.2015;2 WEEKS;-0,17
Euribor rates;27.11.2015;1 MONTH;-0,16
Euribor rates;27.11.2015;2 MONTHS;-0,129
Euribor rates;27.11.2015;3 MONTHS;-0,113
Euribor rates;27.11.2015;6 MONTHS;-0,04
Euribor rates;27.11.2015;9 MONTHS;-0,003
Euribor rates;27.11.2015;12 MONTHS;0,048
Government Bonds;27.11.2015;10 YEARS;0,555557
Government Bonds;27.11.2015;12 MONTHS;-0,402203
Government Bonds;27.11.2015;2 YEARS;-0,408428
Government Bonds;27.11.2015;5 YEARS;-0,147466
Government Bonds;27.11.2015;7 YEARS;0,1493
Government Bonds;27.11.2015;12 YEARS;0,766319
Government Bonds;27.11.2015;15 YEARS;1,001696
Government Bonds;27.11.2015;3 MONTHS;-0,404454
Government Bonds;27.11.2015;6 MONTHS;-0,398769
Government Bonds;27.11.2015;9 MONTHS;-0,399013
Government Bonds;27.11.2015;20 YEARS;1,251666
Government Bonds;27.11.2015;25 YEARS;1,404226
Government Bonds;27.11.2015;30 YEARS;1,50615
Euribor rates;30.11.2015;1 WEEK;-0,166
Euribor rates;30.11.2015;2 WEEKS;-0,172
Euribor rates;30.11.2015;1 MONTH;-0,161
Euribor rates;30.11.2015;2 MONTHS;-0,131
Euribor rates;30.11.2015;3 MONTHS;-0,114
Euribor rates;30.11.2015;6 MONTHS;-0,043
Euribor rates;30.11.2015;9 MONTHS;-0,003
Euribor rates;30.11.2015;12 MONTHS;0,048
Government Bonds;30.11.2015;10 YEARS;0,580391
Government Bonds;30.11.2015;12 MONTHS;-0,403232
Government Bonds;30.11.2015;2 YEARS;-0,402938
Government Bonds;30.11.2015;5 YEARS;-0,130889
Government Bonds;30.11.2015;7 YEARS;0,169338
Government Bonds;30.11.2015;12 YEARS;0,794281
Government Bonds;30.11.2015;15 YEARS;1,033766
Government Bonds;30.11.2015;3 MONTHS;-0,409204
Government Bonds;30.11.2015;6 MONTHS;-0,40263
Government Bonds;30.11.2015;9 MONTHS;-0,401576
Government Bonds;30.11.2015;20 YEARS;1,288678
Government Bonds;30.11.2015;25 YEARS;1,444414
Government Bonds;30.11.2015;30 YEARS;1,54848
Euribor rates;1.12.2015;1 WEEK;-0,171
Euribor rates;1.12.2015;2 WEEKS;-0,174
Euribor rates;1.12.2015;1 MONTH;-0,161
Euribor rates;1.12.2015;2 MONTHS;-0,133
Euribor rates;1.12.2015;3 MONTHS;-0,116
Euribor rates;1.12.2015;6 MONTHS;-0,045
Euribor rates;1.12.2015;9 MONTHS;-0,006
Euribor rates;1.12.2015;12 MONTHS;0,045
Government Bonds;1.12.2015;10 YEARS;0,585018
Government Bonds;1.12.2015;12 MONTHS;-0,42298
Government Bonds;1.12.2015;2 YEARS;-0,415153
Government Bonds;1.12.2015;5 YEARS;-0,135935
Government Bonds;1.12.2015;7 YEARS;0,166492
Government Bonds;1.12.2015;12 YEARS;0,805248
Government Bonds;1.12.2015;15 YEARS;1,05374
Government Bonds;1.12.2015;3 MONTHS;-0,434444
Government Bonds;1.12.2015;6 MONTHS;-0,42637
Government Bonds;1.12.2015;9 MONTHS;-0,423407
Government Bonds;1.12.2015;20 YEARS;1,319954
Government Bonds;1.12.2015;25 YEARS;1,483058
Government Bonds;1.12.2015;30 YEARS;1,59211
Euribor rates;2.12.2015;1 WEEK;-0,177
Euribor rates;2.12.2015;2 WEEKS;-0,176
Euribor rates;2.12.2015;1 MONTH;-0,164
Euribor rates;2.12.2015;2 MONTHS;-0,133
Euribor rates;2.12.2015;3 MONTHS;-0,118
Euribor rates;2.12.2015;6 MONTHS;-0,048
Euribor rates;2.12.2015;9 MONTHS;-0,009
Euribor rates;2.12.2015;12 MONTHS;0,043
Government Bonds;2.12.2015;10 YEARS;0,584745
Government Bonds;2.12.2015;12 MONTHS;-0,417867
Government Bonds;2.12.2015;2 YEARS;-0,423895
Government Bonds;2.12.2015;5 YEARS;-0,153668
Government Bonds;2.12.2015;7 YEARS;0,156994
Government Bonds;2.12.2015;12 YEARS;0,807471
Government Bonds;2.12.2015;15 YEARS;1,056711
Government Bonds;2.12.2015;3 MONTHS;-0,423029
Government Bonds;2.12.2015;6 MONTHS;-0,415805
Government Bonds;2.12.2015;9 MONTHS;-0,415145
Government Bonds;2.12.2015;20 YEARS;1,321798
Government Bonds;2.12.2015;25 YEARS;1,483681
Government Bonds;2.12.2015;30 YEARS;1,591845
Euribor rates;3.12.2015;1 WEEK;-0,187
Euribor rates;3.12.2015;2 WEEKS;-0,184
Euribor rates;3.12.2015;1 MONTH;-0,171
Euribor rates;3.12.2015;2 MONTHS;-0,14
Euribor rates;3.12.2015;3 MONTHS;-0,124
Euribor rates;3.12.2015;6 MONTHS;-0,051
Euribor rates;3.12.2015;9 MONTHS;-0,013
Euribor rates;3.12.2015;12 MONTHS;0,039
Government Bonds;3.12.2015;10 YEARS;0,709515
Government Bonds;3.12.2015;12 MONTHS;-0,324892
Government Bonds;3.12.2015;2 YEARS;-0,310749
Government Bonds;3.12.2015;5 YEARS;-0,023985
Government Bonds;3.12.2015;7 YEARS;0,285155
Government Bonds;3.12.2015;12 YEARS;0,930856
Government Bonds;3.12.2015;15 YEARS;1,179011
Government Bonds;3.12.2015;3 MONTHS;-0,353493
Government Bonds;3.12.2015;6 MONTHS;-0,337593
Government Bonds;3.12.2015;9 MONTHS;-0,329126
Government Bonds;3.12.2015;20 YEARS;1,443401
Government Bonds;3.12.2015;25 YEARS;1,604982
Government Bonds;3.12.2015;30 YEARS;1,712962
Euribor rates;4.12.2015;1 WEEK;-0,195
Euribor rates;4.12.2015;2 WEEKS;-0,194
Euribor rates;4.12.2015;1 MONTH;-0,171
Euribor rates;4.12.2015;2 MONTHS;-0,137
Euribor rates;4.12.2015;3 MONTHS;-0,113
Euribor rates;4.12.2015;6 MONTHS;-0,03
Euribor rates;4.12.2015;9 MONTHS;0,014
Euribor rates;4.12.2015;12 MONTHS;0,068
Government Bonds;4.12.2015;10 YEARS;0,788763
Government Bonds;4.12.2015;12 MONTHS;-0,314571
Government Bonds;4.12.2015;2 YEARS;-0,289897
Government Bonds;4.12.2015;5 YEARS;0,045912
Government Bonds;4.12.2015;7 YEARS;0,369254
Government Bonds;4.12.2015;12 YEARS;0,999732
Government Bonds;4.12.2015;15 YEARS;1,231551
Government Bonds;4.12.2015;3 MONTHS;-0,343578
Government Bonds;4.12.2015;6 MONTHS;-0,328261
Government Bonds;4.12.2015;9 MONTHS;-0,319684
Government Bonds;4.12.2015;20 YEARS;1,474933
Government Bonds;4.12.2015;25 YEARS;1,622833
Government Bonds;4.12.2015;30 YEARS;1,721574
Euribor rates;7.12.2015;1 WEEK;-0,206
Euribor rates;7.12.2015;2 WEEKS;-0,205
Euribor rates;7.12.2015;1 MONTH;-0,175
Euribor rates;7.12.2015;2 MONTHS;-0,14
Euribor rates;7.12.2015;3 MONTHS;-0,113
Euribor rates;7.12.2015;6 MONTHS;-0,031
Euribor rates;7.12.2015;9 MONTHS;0,014
Euribor rates;7.12.2015;12 MONTHS;0,066
Government Bonds;7.12.2015;10 YEARS;0,713062
Government Bonds;7.12.2015;12 MONTHS;-0,316162
Government Bonds;7.12.2015;2 YEARS;-0,301399
Government Bonds;7.12.2015;5 YEARS;-0,006524
Government Bonds;7.12.2015;7 YEARS;0,30108
Government Bonds;7.12.2015;12 YEARS;0,924121
Government Bonds;7.12.2015;15 YEARS;1,158239
Government Bonds;7.12.2015;3 MONTHS;-0,344214
Government Bonds;7.12.2015;6 MONTHS;-0,328414
Government Bonds;7.12.2015;9 MONTHS;-0,320182
Government Bonds;7.12.2015;20 YEARS;1,405644
Government Bonds;7.12.2015;25 YEARS;1,556345
Government Bonds;7.12.2015;30 YEARS;1,656993
Euribor rates;8.12.2015;1 WEEK;-0,213
Euribor rates;8.12.2015;2 WEEKS;-0,211
Euribor rates;8.12.2015;1 MONTH;-0,178
Euribor rates;8.12.2015;2 MONTHS;-0,143
Euribor rates;8.12.2015;3 MONTHS;-0,116
Euribor rates;8.12.2015;6 MONTHS;-0,033
Euribor rates;8.12.2015;9 MONTHS;0,013
Euribor rates;8.12.2015;12 MONTHS;0,067
Government Bonds;8.12.2015;10 YEARS;0,686799
Government Bonds;8.12.2015;12 MONTHS;-0,329388
Government Bonds;8.12.2015;2 YEARS;-0,310765
Government Bonds;8.12.2015;5 YEARS;-0,014853
Government Bonds;8.12.2015;7 YEARS;0,286284
Government Bonds;8.12.2015;12 YEARS;0,891246
Government Bonds;8.12.2015;15 YEARS;1,117643
Government Bonds;8.12.2015;3 MONTHS;-0,359351
Government Bonds;8.12.2015;6 MONTHS;-0,343199
Government Bonds;8.12.2015;9 MONTHS;-0,334288
Government Bonds;8.12.2015;20 YEARS;1,356611
Government Bonds;8.12.2015;25 YEARS;1,502112
Government Bonds;8.12.2015;30 YEARS;1,599281
Euribor rates;9.12.2015;1 WEEK;-0,222
Euribor rates;9.12.2015;2 WEEKS;-0,219
Euribor rates;9.12.2015;1 MONTH;-0,181
Euribor rates;9.12.2015;2 MONTHS;-0,144
Euribor rates;9.12.2015;3 MONTHS;-0,119
Euribor rates;9.12.2015;6 MONTHS;-0,034
Euribor rates;9.12.2015;9 MONTHS;0,011
Euribor rates;9.12.2015;12 MONTHS;0,066
Government Bonds;9.12.2015;10 YEARS;0,696485
Government Bonds;9.12.2015;12 MONTHS;-0,337676
Government Bonds;9.12.2015;2 YEARS;-0,323168
Government Bonds;9.12.2015;5 YEARS;-0,023984
Government Bonds;9.12.2015;7 YEARS;0,286173
Government Bonds;9.12.2015;12 YEARS;0,904525
Government Bonds;9.12.2015;15 YEARS;1,133823
Government Bonds;9.12.2015;3 MONTHS;-0,368963
Government Bonds;9.12.2015;6 MONTHS;-0,351287
Government Bonds;9.12.2015;9 MONTHS;-0,342091
Government Bonds;9.12.2015;20 YEARS;1,374952
Government Bonds;9.12.2015;25 YEARS;1,52155
Government Bonds;9.12.2015;30 YEARS;1,619426
Euribor rates;10.12.2015;1 WEEK;-0,233
Euribor rates;10.12.2015;2 WEEKS;-0,225
Euribor rates;10.12.2015;1 MONTH;-0,186
Euribor rates;10.12.2015;2 MONTHS;-0,15
Euribor rates;10.12.2015;3 MONTHS;-0,125
Euribor rates;10.12.2015;6 MONTHS;-0,036
Euribor rates;10.12.2015;9 MONTHS;0,01
Euribor rates;10.12.2015;12 MONTHS;0,064
Government Bonds;10.12.2015;10 YEARS;0,692186
Government Bonds;10.12.2015;12 MONTHS;-0,344165
Government Bonds;10.12.2015;2 YEARS;-0,33552
Government Bonds;10.12.2015;5 YEARS;-0,038219
Government Bonds;10.12.2015;7 YEARS;0,275604
Government Bonds;10.12.2015;12 YEARS;0,903791
Government Bonds;10.12.2015;15 YEARS;1,137242
Government Bonds;10.12.2015;3 MONTHS;-0,367543
Government Bonds;10.12.2015;6 MONTHS;-0,352933
Government Bonds;10.12.2015;9 MONTHS;-0,346354
Government Bonds;10.12.2015;20 YEARS;1,382907
Government Bonds;10.12.2015;25 YEARS;1,5323
Government Bonds;10.12.2015;30 YEARS;1,632047
Euribor rates;11.12.2015;1 WEEK;-0,239
Euribor rates;11.12.2015;2 WEEKS;-0,23
Euribor rates;11.12.2015;1 MONTH;-0,189
Euribor rates;11.12.2015;2 MONTHS;-0,153
Euribor rates;11.12.2015;3 MONTHS;-0,128
Euribor rates;11.12.2015;6 MONTHS;-0,038
Euribor rates;11.12.2015;9 MONTHS;0,009
Euribor rates;11.12.2015;12 MONTHS;0,063
Government Bonds;11.12.2015;10 YEARS;0,645013
Government Bonds;11.12.2015;12 MONTHS;-0,356973
Government Bonds;11.12.2015;2 YEARS;-0,351533
Government Bonds;11.12.2015;5 YEARS;-0,071708
Government Bonds;11.12.2015;7 YEARS;0,234066
Government Bonds;11.12.2015;12 YEARS;0,855194
Government Bonds;11.12.2015;15 YEARS;1,087862
Government Bonds;11.12.2015;3 MONTHS;-0,381325
Government Bonds;11.12.2015;6 MONTHS;-0,365971
Government Bonds;11.12.2015;9 MONTHS;-0,359082
Government Bonds;11.12.2015;20 YEARS;1,333262
Government Bonds;11.12.2015;25 YEARS;1,482616
Government Bonds;11.12.2015;30 YEARS;1,582349
Euribor rates;14.12.2015;1 WEEK;-0,241
Euribor rates;14.12.2015;2 WEEKS;-0,232
Euribor rates;14.12.2015;1 MONTH;-0,191
Euribor rates;14.12.2015;2 MONTHS;-0,153
Euribor rates;14.12.2015;3 MONTHS;-0,129
Euribor rates;14.12.2015;6 MONTHS;-0,039
Euribor rates;14.12.2015;9 MONTHS;0,006
Euribor rates;14.12.2015;12 MONTHS;0,06
Government Bonds;14.12.2015;10 YEARS;0,687348
Government Bonds;14.12.2015;12 MONTHS;-0,347371
Government Bonds;14.12.2015;2 YEARS;-0,337442
Government Bonds;14.12.2015;5 YEARS;-0,039269
Government Bonds;14.12.2015;7 YEARS;0,274441
Government Bonds;14.12.2015;12 YEARS;0,895501
Government Bonds;14.12.2015;15 YEARS;1,124052
Government Bonds;14.12.2015;3 MONTHS;-0,377491
Government Bonds;14.12.2015;6 MONTHS;-0,359547
Government Bonds;14.12.2015;9 MONTHS;-0,350845
Government Bonds;14.12.2015;20 YEARS;1,363693
Government Bonds;14.12.2015;25 YEARS;1,509221
Government Bonds;14.12.2015;30 YEARS;1,606365
Euribor rates;15.12.2015;1 WEEK;-0,244
Euribor rates;15.12.2015;2 WEEKS;-0,234
Euribor rates;15.12.2015;1 MONTH;-0,194
Euribor rates;15.12.2015;2 MONTHS;-0,153
Euribor rates;15.12.2015;3 MONTHS;-0,132
Euribor rates;15.12.2015;6 MONTHS;-0,041
Euribor rates;15.12.2015;9 MONTHS;0,005
Euribor rates;15.12.2015;12 MONTHS;0,06
Government Bonds;15.12.2015;10 YEARS;0,766645
Government Bonds;15.12.2015;12 MONTHS;-0,352012
Government Bonds;15.12.2015;2 YEARS;-0,333187
Government Bonds;15.12.2015;5 YEARS;0,011709
Government Bonds;15.12.2015;7 YEARS;0,344704
Government Bonds;15.12.2015;12 YEARS;0,974492
Government Bonds;15.12.2015;15 YEARS;1,200041
Government Bonds;15.12.2015;3 MONTHS;-0,38232
Government Bonds;15.12.2015;6 MONTHS;-0,364884
Government Bonds;15.12.2015;9 MONTHS;-0,356154
Government Bonds;15.12.2015;20 YEARS;1,434686
Government Bonds;15.12.2015;25 YEARS;1,576801
Government Bonds;15.12.2015;30 YEARS;1,67163
Euribor rates;16.12.2015;1 WEEK;-0,248
Euribor rates;16.12.2015;2 WEEKS;-0,229
Euribor rates;16.12.2015;1 MONTH;-0,196
Euribor rates;16.12.2015;2 MONTHS;-0,157
Euribor rates;16.12.2015;3 MONTHS;-0,133
Euribor rates;16.12.2015;6 MONTHS;-0,041
Euribor rates;16.12.2015;9 MONTHS;0,004
Euribor rates;16.12.2015;12 MONTHS;0,059
Government Bonds;16.12.2015;10 YEARS;0,778075
Government Bonds;16.12.2015;12 MONTHS;-0,359697
Government Bonds;16.12.2015;2 YEARS;-0,335828
Government Bonds;16.12.2015;5 YEARS;0,018079
Government Bonds;16.12.2015;7 YEARS;0,354412
Government Bonds;16.12.2015;12 YEARS;0,985972
